TALLER;VIN;COLOR;"FECHA PLANIFICADA";"FECHA DE INGRESO A FLUJO";"DÍAS TRANSCURRIDOS AL 20-05-2026";MODELO;MARCA;PROCESO;ESTADO;CONCESIONARIO;OBSERVACIONES
"VARI OVALO";9BWAL5BZ3TT629930;"NEGRO NINJA";2025-10-21;2025-10-16;217;"POLO TRACK 1.6 MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWAL5BZ0TT634115;"GRIS PLATINO";2026-03-20;2026-03-14;68;"POLO TRACK 1.6 MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWAL5BZ3TT626865R;"NEGRO NINJA";2026-03-19;2026-03-13;69;"POLO TRACK 1.6 MEC";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF0S4022250;"ROJO SUNSET";2025-02-26;2025-02-21;454;"T-CROSS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto PDI"
"VARI OVALO";9BWBH6BF0S4092699P;"GRIS PLATINO";2025-06-10;2025-05-16;370;"T-CROSS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"SOLO PASA LAVADO Y RECEPCIÓN"
"VARI OVALO";9BWBH6BF3T4090270;"GRIS PLATINO";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF4T4090147;"PLATA LUNA";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF5T4090495;"PLATA LUNA";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF6T4090943;"GRIS PLATINO";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF8T4090572;"PLATA LUNA";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF3T4099566;"GRIS PLATINO";2026-05-20;2026-05-14;7;"T-CROSS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"EXH PANDERO"
"VARI OVALO";9BWBH6BF0T4038191;"ROJO SUNSET";2025-10-22;2025-10-17;216;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF4T4038999;"GRIS PLATINO";2026-02-17;2026-02-11;99;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF8T4046815;"GRIS PLATINO";2026-01-31;2026-01-28;113;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI RPTS."
"VARI OVALO";9BWBH6BF9T4050761;"ROJO SUNSET";2026-02-17;2026-02-13;97;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI RPTS."
"VARI OVALO";9BWBH6BFXT4050140;"NEGRO NINJA";2026-03-20;2026-03-14;68;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF1T4051015;"GRIS PLATINO";2026-05-22;2026-05-16;5;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BFXT4081999;"AZUL NORWAY";2026-04-15;2026-04-11;40;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BF1T4081289;"BLANCO PURO";2026-03-20;2026-03-16;66;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF6T4081840;"AZUL NORWAY";2026-04-15;2026-04-11;40;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6BFXT4081422R;"AZUL NORWAY";2026-05-13;2026-05-08;13;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"SUR MOTORS S A ";"SUR MOTORS AREQUIPA"
"VARI OVALO";9BWBH6BF4T4050103R;"PLATA LUNA";2026-05-20;2026-05-14;7;"T-CROSS TRENDLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW San Borja"
"VARI OVALO";3VVHP6B24RM088191R;"AZUL DUSK";2024-10-18;2024-10-14;584;"TAOS COMFORTLINE 250 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI GAP"
"VARI OVALO";3VVHP6B25TM017055;"GRIS PLATINO";2026-02-02;2026-01-24;117;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVHP6B25TM016682;"BLANCO PURO";2026-01-23;2026-01-16;125;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVHP6B28TM024677;"PLATA LUNA";2026-02-17;2026-02-10;100;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVHP6B29TM034912;"GRIS PLATINO";2026-02-17;2026-02-10;100;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVHP6B2XTM035177;"GRIS FRANELA";2026-03-20;2026-03-14;68;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVHP6B2XTM035258;"GRIS PLATINO";2026-02-17;2026-02-10;100;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VV9P6B23RM087456RR;"ROJO INTENSO";2025-08-13;2025-08-12;282;"TAOS HIGHLINE 250 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"SUR MOTORS S A ";"ADELANTO PDI ZI - SUR MOTORS AREQUIPA"
"VARI OVALO";3VV9P6B23TM066047;"GRIS FRANELA";2026-05-20;2026-05-15;6;"TAOS HIGHLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW La Molina"
"VARI OVALO";3VVKP6B24RM107151;"PLATA LUNA";2024-11-18;2024-11-08;559;"TAOS TRENDLINE 250 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI"
"VARI OVALO";3VVKP6B23TM016170;"NEGRO PERLADO";2026-03-20;2026-03-14;68;"TAOS TRENDLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVKP6B26TM017121;"NEGRO PERLADO";2026-02-02;2026-01-24;117;"TAOS TRENDLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi2"
"VARI OVALO";3VVKP6B29TM013225;"GRIS FRANELA";2026-02-17;2026-02-10;100;"TAOS TRENDLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVKP6B20TM016434;"NEGRO PERLADO";2026-01-29;2026-01-22;119;"TAOS TRENDLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVKP6B26TM017748;"BLANCO PURO";2026-02-17;2026-02-10;100;"TAOS TRENDLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6DF0TT336503;"AZUL MALIBU";2025-11-03;2025-10-29;204;"TERA COMFORT 165 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6DF4TT331269R;"NEGRO NINJA";2026-05-20;2026-05-14;7;"TERA COMFORT 165 TSI 1.0L TIP";"VW Pasajeros";LISTOS;PENDIENTE;"MANNUCCI DIESEL S.A.C. ";"MANNUCCI DIESEL S.A.C."
"VARI OVALO";9BWBH6DF2TT348099;"ROJO HYPERNOVA";2026-05-22;2026-05-16;5;"TERA COMFORT 170 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6DF5TT390069;"GRIS PLATINO";2026-05-20;2026-05-14;7;"TERA COMFORT 170 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6DF3TT393827;"GRIS PLATINO";2026-05-20;2026-05-14;7;"TERA COMFORT 170 TSI 1.0L TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6DF2TT401433;"AZUL CRISTALINO";2026-05-21;2026-05-16;5;"TERA COMFORT 170 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";9BWBH6DF4TT402566;"GRIS PLATINO - NEGRO";2026-05-14;2026-05-09;12;"TERA HIGH 170 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"EXH ESSA SURQUILLO"
"VARI OVALO";9BWBH6DF4TT403121;"GRIS PLATINO";2026-05-21;2026-05-16;5;"TERA HIGH 170 TSI 1.0L TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Mall Plaza Norte"
"VARI OVALO";9BWBL6DF9TT308584R;"NEGRO NINJA";2025-12-27;2025-12-19;153;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI"
"VARI OVALO";9BWBL6DF6TT391293;"AZUL CRISTALINO";2026-05-22;2026-05-16;5;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DF6TT393092;"AZUL MALIBU";2026-05-15;2026-05-12;9;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";LISTOS;PENDIENTE;"INTER. NORTE S.A.C. ";"INTERAMERICANA NORTE S.A.C."
"VARI OVALO";9BWBL6DF5TT394010;"ROJO HYPERNOVA";2026-04-14;2026-04-10;41;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DF2TT391307;"GRIS PLATINO";2026-05-14;2026-05-09;12;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";LISTOS;PENDIENTE;"PERUMOTOR H.G. S.A.C. ";"PERUANA DE MOTORES H.G. S.A.C."
"VARI OVALO";9BWBL6DF2TT394210;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DF3TT402010;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DFXTT402327;"GRIS PLATINO";2026-05-19;2026-05-13;8;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"INTERAMERICANA CHICLAYO"
"VARI OVALO";WVGZZZCAXTC500963;"AZUL MONTAÑA";2025-10-28;2025-10-22;211;"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto de pdi"
"VARI OVALO";WVGZZZCA9TC503868;"VERDE AVOCADO";2026-05-21;2026-05-16;5;"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";WVGZZZCA7TC500306F;"AZUL MONTAÑA";2026-01-17;2026-01-14;127;"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVSH65N1PM089644RE;"ROJO INTENSO";2024-05-15;2024-05-09;742;"TIGUAN ALLSPACE ELEGANCE 240TSI 2.0L 4MOTION TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"EXH PLAZA NORTE"
"VARI OVALO";3VVHJ65NXPM101997T;"ROJO INTENSO";2024-05-06;2024-04-30;751;"TIGUAN ALLSPACE LIFE 250TSI 1.4L 2WD DSG";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW La Molina"
"VARI OVALO";3VVDP6RM4TM044155;"PLATA LUNA";2026-02-09;2026-02-03;107;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";3VVDP6RM1TM085178;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RM0TM084863;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RM3TM088244;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RMXTM088855;"VERDE AVOCADO";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RM2TM088252;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RM3TM087675;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVLP6RM7TM019004R;"BLANCO PURO";2026-04-14;2026-04-11;40;"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI ZI"
"VARI OVALO";3VVDP6RM8TM087879;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVDP6RM4TM094277;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVKP6RM4TM101719;"GRIS PLATINO";2026-05-20;2026-05-15;6;"TIGUAN R- LINE 250TSI, 1.4L, 2WD";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";3VVKP6RM3TM099199;"GRIS ASCOT";2026-05-20;2026-05-15;6;"TIGUAN R- LINE 250TSI, 1.4L, 2WD";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";LVTDB11B4VH503202;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;PINTURA;"EN PROCESO";"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO V 04.04|"
"VARI OVALO";LVTDB21B8VDC05560;DORADO;2026-05-27;2026-05-19;2;"T1 1.5T 4X2 7DCT B/O";JETOUR;"PROCESO PDI";"EN PROCESO";"Altos Andes S.A.C. ";"REVO WHOLESALE MAYO|"
"VARI OVALO";3VWCR6BU1TM043718;"GRIS PLATINO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";REPUESTO;"EN PROCESO";"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";WAUZZZ4M2TD011266;"Azul Waitomo";2026-05-19;2026-05-14;7;"Q7 Ambition 55 TFSI quattro Tiptronic";AUDI;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EUROSHOP S.A. ";"VENTA EUROSHOP"
"VARI OVALO";LVTDB21B2VDC05540;BLANCO;2026-05-21;2026-05-14;7;"T1 1.5T 4X2 7DCT B/O";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EAFC MAQUISISTEMA S.A. ";"VENTA MAQUI 26.03|"
"VARI OVALO";LVTDD24B4VDC08106;NEGRO;2026-05-19;2026-05-13;8;"T1 2.0T AWD 8AT B/O";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 27.03|"
"VARI OVALO";LVTDD24B2VDC05138;GRIS;2026-05-21;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"PANDERO S.A. EAFC ";"VENTA PANDERO 20.04|"
"VARI OVALO";LVTDD24B7VDC05118;BLANCO;2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 14.04|"
"VARI OVALO";LVTDD24B0VDC07647;PLATA;2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 30.04.2026||"
"VARI OVALO";LVTDD24B1VDC07625;BLANCO;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO CL 44400 27.03 |"
"VARI OVALO";LVTDD24B3VDC07593;"NEGRO MATE";2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO CL 45056 09.04|"
"VARI OVALO";LVTDD24B3VDC07657;GRIS;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|COLOR MATE|"
"VARI OVALO";LVTDD24B5VDC07627;BLANCO;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.03|"
"VARI OVALO";LVTDB21B9VH501824;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11B0VH503147;AZUL;2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION GLP 27.03|"
"VARI OVALO";LVTDB11B2VH502601;BLANCO;2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA GLP 27.03|"
"VARI OVALO";LVTDB11B3VH502588;BLANCO;2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"IAAUTOS S.A.C. ";"VENTA IA GLP 27.03|"
"VARI OVALO";LVTDB11B4VH502888;BLANCO;2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO V GLP 04.04|"
"VARI OVALO";LVTDB11B4VH503118;NEGRO;2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO GLP 06.04||"
"VARI OVALO";LVTDB11B1VH502038;NEGRO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA PLANETA GLP 19.03|"
"VARI OVALO";LVTDB11B5VH501880;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR S.A.C."
"VARI OVALO";LVTDB11B7VH501928;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B7VH501945;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GLP 19.03|"
"VARI OVALO";LVTDB11B8VH501758;NEGRO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AUTOCAMIONES DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES DEL CENTRO"
"VARI OVALO";LVTDB11B9VH501865;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA PANDERO GLP 20.03|"
"VARI OVALO";LVTDB11B9VH502062;NEGRO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B3VH502591;BLANCO;2026-05-20;2026-05-14;7;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"IAAUTOS S.A.C. ";"VENTA IA 27.03|"
"VARI OVALO";LVTDB11B3VH502882;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V 04.04|"
"VARI OVALO";LVTDB11B3VH502901;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V 04.04|"
"VARI OVALO";LVTDB11B4VH503216;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"IWAGEN S.A.C. ";"VENTA IWAGEN IV 01.04|"
