TALLER;VIN;COLOR;"FECHA PLANIFICADA";"FECHA DE INGRESO A FLUJO";"DÍAS TRANSCURRIDOS AL 20-05-2026";MODELO;MARCA;PROCESO;ESTADO;CONCESIONARIO;OBSERVACIONES
"VARI OVALO";LVTDD24B0VDC08085;GRIS;2026-05-20;2026-05-19;2;"T1 2.0T AWD 8AT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO M 28.04| PDI EXPRESS"
"VARI OVALO";LVTDD24B6VDC08107;NEGRO;2026-05-19;2026-05-13;8;"T1 2.0T AWD 8AT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"IWAGEN S.A.C. ";"VENTA IWAGEN 28.04|"
"VARI OVALO";LVTDD24B2VDC05141;GRIS;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|COLOR MATE|"
"VARI OVALO";LVTDD24B3VDC05133;PLATA;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|"
"VARI OVALO";LVTDD24B5VDC05134;GRIS;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|COLOR MATE|"
"VARI OVALO";LVTDD24B5VDC05151;"NEGRO MATE";2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;LISTOS;PENDIENTE;"AION S.A.C. ";"VENTA AION 14.04|"
"VARI OVALO";LVTDD24B7VDC05121;BLANCO;2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 14.04|"
"VARI OVALO";LVTDD24B8VDC05130;PLATA;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|"
"VARI OVALO";LVTDD24BXVDC05128;PLATA;2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 14.04|"
"VARI OVALO";LVTDD24B2VDC07651;GRIS;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|COLOR MATE|"
"VARI OVALO";LVTDD24B5VDC07661;VERDE;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO CL 20.04|COLOR MATE|"
"VARI OVALO";LVTDD24B7VDC07659;GRIS;2026-05-21;2026-05-15;6;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 14.04|COLOR MATE|"
"VARI OVALO";LVTDB11BXVDC02329;BLANCO;2026-04-22;2026-04-15;36;"X50 1.5L 4X2 5MT CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION"
"VARI OVALO";LVTDB11B6VDC05342;"GRIS OSCURO";2026-05-09;2026-05-04;17;"X50 1.5L 4X2 5MT CONFORT";JETOUR;LISTOS;PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR"
"VARI OVALO";LVTDB11B7VDC05267;NEGRO;2026-05-11;2026-05-05;16;"X50 1.5L 4X2 5MT CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS"
"VARI OVALO";LVTDB11BXVDC05263;NEGRO;2026-05-09;2026-05-04;17;"X50 1.5L 4X2 5MT CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTER NORTE"
"VARI OVALO";LVTDB21B8VDC02643;"GRIS OSCURO";2026-04-20;2026-04-13;38;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA 26/02/2026|"
"VARI OVALO";LVTDB21BXVDC02630;PLATA;2026-04-17;2026-04-11;40;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA AION WH 03/03/2026|"
"VARI OVALO";LVTDB21B0VDC05472;"GRIS OSCURO";2026-05-08;2026-05-04;17;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;LISTOS;PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA"
"VARI OVALO";LVTDB21B1VDC05366;NEGRO;2026-05-08;2026-05-04;17;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;LISTOS;PENDIENTE;"AION S.A.C. ";"VENTA AION"
"VARI OVALO";LVTDB21B6VDC05475;"GRIS OSCURO";2026-05-08;2026-05-04;17;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION"
"VARI OVALO";LVTDB21B8VDC05476;"GRIS OSCURO";2026-05-07;2026-05-02;19;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"IAAUTOS S.A.C. ";"VENTA IAAUTOS"
"VARI OVALO";HJRPBGFA5TF002194;AZUL;2025-08-29;2025-08-21;273;"X70 1,5T MEC 4X2 CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA LIMAWAGEN GLP 14/07/2025|"
"VARI OVALO";HJRPBGFA5TF002163;AZUL;2025-08-30;2025-08-21;273;"X70 1,5T MEC 4X2 CONFORT";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA GLP 14/07/2025|"
"VARI OVALO";HJRPBGFA5TF002177;AZUL;2025-08-30;2025-08-21;273;"X70 1,5T MEC 4X2 CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA GLP 14/07/2025|"
"VARI OVALO";HJRPBGFA1TF002385;AZUL;2025-08-29;2025-08-21;273;"X70 1,5T MEC 4X2 DLX";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA GLP 15/07/2025|"
"VARI OVALO";HJRPBGFA7SF021103;NEGRO;2025-05-19;2025-05-14;372;"X70 1.5T MEC 4X2 CONFORT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTER NORTE"
"VARI OVALO";HJRPBGFA1SF017399P;BLANCO;2025-04-24;2025-04-04;412;"X70 1.5T MEC 4X2 DLX";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C.";"ADELANTO PDI"
"VARI OVALO";HJRPBGFA1SF017404P;BLANCO;2025-04-24;2025-04-04;412;"X70 1.5T MEC 4X2 DLX";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C.";"ADELANTO PDI"
"VARI OVALO";HJRPBGFA9SF020812P;NEGRO;2025-07-02;2025-06-24;331;"X70 1.5T MEC 4X2 DLX";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C.";"ADELANTO PDI PUERTO"
"VARI OVALO";HJRPBGGB8TF002763P;BLANCO;2025-10-25;2025-10-22;211;"X70 PLUS 1.6T 4X2 7DCT AC 6AB";JETOUR;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LVTDB21B0VH501839;AZUL;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA PLANETA GLP 19.03|"
"VARI OVALO";LVTDB21B2VH502183;"GRIS NARDO";2026-05-16;2026-05-09;12;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP 19.03|"
"VARI OVALO";LVTDB21B5VH501822;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB21B6VH501814;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB21B8VH501829;AZUL;2026-05-14;2026-05-07;14;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH ABR GLP 20.03|"
"VARI OVALO";LVTDB21B8VH501832;AZUL;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB21B9VH501807;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB21B9VH501838;AZUL;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB21BXVH502187;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11BXVH502152;AZUL;2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 DELUXE";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11B7VH501038;"GRIS NARDO";2026-04-21;2026-04-14;37;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO GLP WH 17/02/2026|"
"VARI OVALO";LVTDB11B2VH501870;"GRIS NARDO";2026-05-08;2026-04-30;21;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"CARPIO S.A.C. ";"VENTA CARPIO GLP 19.03|"
"VARI OVALO";LVTDB11B7VH501699;AZUL;2026-05-09;2026-04-30;21;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS GLP 19.03|"
"VARI OVALO";LVTDB11B0VH502869;BLANCO;2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION GLP 27.03|"
"VARI OVALO";LVTDB11B1VH502718;"GRIS NARDO";2026-05-20;2026-05-13;8;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP GLP 27.03|"
"VARI OVALO";LVTDB11B3VH502767;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTER. NORTE S.A.C. ";"INTER NORTE VI GLP|"
"VARI OVALO";LVTDB11B4VH503233;AZUL;2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"EAFC MAQUISISTEMA S.A. ";"VENTA MAQUI GLP 27.03|"
"VARI OVALO";LVTDB11B0VH501320;BLANCO;2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA GLP 19.03|"
"VARI OVALO";LVTDB11B0VH501401;BLANCO;2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA WH GLP 19.03|"
"VARI OVALO";LVTDB11B0VH501852;"GRIS NARDO";2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA WH GLP 19.03|"
"VARI OVALO";LVTDB11B1VH501939;"GRIS NARDO";2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA AION GLP 20.03|"
"VARI OVALO";LVTDB11B1VH502007;NEGRO;2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA WH GLP 19.03|"
"VARI OVALO";LVTDB11B3VH501716;AZUL;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP PERU S.A.C."
"VARI OVALO";LVTDB11B4VH501417;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GLP 19.03|"
"VARI OVALO";LVTDB11B4VH501854;"GRIS NARDO";2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SATELITAL GLP 20.03|"
"VARI OVALO";LVTDB11B4VH501899;"GRIS NARDO";2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SATELITAL GLP 20.03|"
"VARI OVALO";LVTDB11B4VH501918;"GRIS NARDO";2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SATELITAL GLP 20.03|"
"VARI OVALO";LVTDB11B5VH501863;"GRIS NARDO";2026-05-15;2026-05-08;13;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA GLP 20.03|"
"VARI OVALO";LVTDB11B6VH501421;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B6VH501872;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE"
"VARI OVALO";LVTDB11B6VH501998;NEGRO;2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP 19.03|"
"VARI OVALO";LVTDB11B6VH502004;NEGRO;2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP 19.03|"
"VARI OVALO";LVTDB11B7VH501315;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE"
"VARI OVALO";LVTDB11B7VH501931;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B8VH501324;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B8VH501338;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B8VH501694;AZUL;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE"
"VARI OVALO";LVTDB11B8VH501856;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOCAMIONES DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES DEL CENTRO"
"VARI OVALO";LVTDB11B9VH501848;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA PANDERO GLP 20.03|"
"VARI OVALO";LVTDB11B9VH501851;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA PANDERO GLP 20.03|"
"VARI OVALO";LVTDB11B9VH501896;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE S.A.C."
"VARI OVALO";LVTDB11B9VH502000;NEGRO;2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11B9VH502028;NEGRO;2026-05-16;2026-05-09;12;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11BXVH501678;AZUL;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11BXVH501955;"GRIS NARDO";2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GLP 27.03|"
"VARI OVALO";LVTDB11BXVH502524;AZUL;2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11B1VH502458;NEGRO;2026-05-12;2026-05-05;16;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUT. SATELITAL S.A.C. ";"VENTA SATELITAL GLP 0890 24.03|"
"VARI OVALO";LVTDB11B2VH502419;"GRIS NARDO";2026-05-12;2026-05-05;16;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA GLP 24.03|"
"VARI OVALO";LVTDB11B4VH502471;NEGRO;2026-05-12;2026-05-05;16;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION GLP 24.03|"
"VARI OVALO";LVTDB11B8VH502229;BLANCO;2026-05-13;2026-05-06;15;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE GLP 24.03|"
"VARI OVALO";LVTDB11B8VH502411;"GRIS NARDO";2026-05-12;2026-05-05;16;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B9VH502465;NEGRO;2026-05-13;2026-05-06;15;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO GLP 25.03|"
"VARI OVALO";LVTDB11BXVH502409;"GRIS NARDO";2026-05-12;2026-05-05;16;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS GLP 27.03|"
"VARI OVALO";LVTDB21B7VH502180;"GRIS NARDO";2026-05-15;2026-05-11;10;"X70FL 1.5T 6DCT 4X2 LIMITED";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH 20.03|"
"VARI OVALO";LVTDB11B0VH502760;"GRIS NARDO";2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOC. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 27.03|"
"VARI OVALO";LVTDB11B0VH503200;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOC. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 27.03|"
"VARI OVALO";LVTDB11B1VH502623;BLANCO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP 27.03|"
"VARI OVALO";LVTDB11B1VH502699;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR V 04.04|"
"VARI OVALO";LVTDB11B1VH503075;NEGRO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR V 04.04|"
"VARI OVALO";LVTDB11B2VH502615;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"GNECCO Y CIA S.A.C. ";GNECCO||
"VARI OVALO";LVTDB11B2VH502713;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"GNECCO Y CIA S.A.C. ";GNECOO|
"VARI OVALO";LVTDB11B2VH502727;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"GNECCO Y CIA S.A.C. ";GNECCO|
"VARI OVALO";LVTDB11B2VH502730;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 01.04|"
"VARI OVALO";LVTDB11B2VH502761;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 01.04|"
"VARI OVALO";LVTDB11B2VH503229;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 01.04|"
"VARI OVALO";LVTDB11B3VH502736;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTER. NORTE S.A.C. ";"INTER NORTE VI|"
"VARI OVALO";LVTDB11B3VH502770;"GRIS NARDO";2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"INTER NORTE VI|"
"VARI OVALO";LVTDB11B3VH502879;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V 04.04|"
"VARI OVALO";LVTDB11B3VH503112;NEGRO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"INTER NORTE VI |"
"VARI OVALO";LVTDB11B3VH503207;AZUL;2026-05-19;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V 04.04|"
"VARI OVALO";LVTDB11B3VH503210;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V|"
"VARI OVALO";LVTDB11B4VH502745;"GRIS NARDO";2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"IWAGEN S.A.C. ";"VENTA IWAGEN IV 01.04|"
"VARI OVALO";LVTDB11B4VH503068;NEGRO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 06.04||"
"VARI OVALO";LVTDB11B5VH503046;NEGRO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"IWAGEN S.A.C. ";"VENTA IWAGEN IV 01.04|"
"VARI OVALO";LVTDB11B9VH502613;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
"VARI OVALO";LVTDB11B9VH502627;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
